login,order_id,customer_id,MOTT,status,marketplaceid,orderTotalAmountUSD,ictry_cd,bctry_cd,cctry_cd,sctry_cd,emailorg,ipadd,paymeth,gls,isfba,hasprime,seg,fastlane,numitem,issuingbank,fingerprint,createdcountrycode,ipstate,sst_cd,zip,nsignins,days_lastorder,comp_dayob,capture_date,capture_calendar_week,event_day,event_calendar_week,event_calendar_month,event_calendar_year,event_priority,capture_priority,risk_score,conceded_order_id,conc_amt_usd,max_concession_creation_day,min_concession_creation_day,unique_id,report_generation_date
abd,205-5912421-3533903,264657189112,tt/d31672832,NORMAL,3,2157.49,IN,GB,IN,GB,,219.91.175.49,CC,107,1,1,4,1,2,Kotak_D,FKjbVkQkxrqO09HLCspAfg==,IN,MH,,E16 1BL,23,96.029549,230.207083,2024-10-28 11:53:43.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,26f0fb73273dc15fd94e86213d3e57ec,2024-11-07 00:00:00.000
abb,202-1155890-4889106,40293552912,tt/d31672832,NORMAL,3,1300.1,GB,GB,GB,GB,ICLOUD.COM,81.98.118.218,CC,107,1,0,4,1,1,HSBC Bank PLC,3N5rj6va5ujFMTfNiS96pA==,GB,EN,CAMBRIDGESHIRE,PE4 6QF,50,117.835174,2141.168472,2024-10-28 13:28:23.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,9d17a548d6666592d184e18b1f505195,2024-11-07 00:00:00.000
abc,203-5312919-6579524,295100252912,tt/d31672832,NORMAL,3,2305.69,,GB,GB,GB,OUTLOOK.COM,10.91.23.125,CC,"107,200",1,1,4,1,4,,IuYiNmLxC3UmxMjiTPEO7A==,GB,--,,LN2 4BZ,50,0.972813,936.07926,2024-11-04 09:09:36.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,2f461a607493bbc8e9bb3f0c718f3a77,2024-11-07 00:00:00.000
aba,205-2205956-5055516,38630281412,tt/d31672832,NORMAL,3,5227.41,,GB,GB,GB,GMAIL.COM,10.90.56.100,CC,"107,147",1,0,4,1,4,Bank of Scotland PLC,5wmcv3M2keSkRh9QNH30MA==,GB,--,,RH10 4HQ,4,87.024846,2149.908723,2024-10-29 03:23:59.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,78,,,,,3829c4d8e0c4d00c5b1bcefde929e00d,2024-11-07 00:00:00.000
abd,206-1540588-2272338,831261669612,tt/d31672832,NORMAL,3,11044.47,IN,GB,GB,GB,SUPERITTECH.CO.UK,2409:40c0:11bf:a0b8:3566:a1eb:681c:77ef,CC,229,1,1,3,0,114,Barclays Bank PLC,E3e7GdbDsGdDm5VK/Mh2bw==,GB,MH,,SM1 2NU,18,0.0,0.0,2024-11-06 17:48:32.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,5293c03373153616208cc50204901483,2024-11-07 00:00:00.000
abb,206-2907098-0191559,513456142712,tt/d31672832,NORMAL,3,4035.75,,GB,GB,GB,GMAIL.COM,10.90.170.167,CC,"23,107",1,1,4,1,5,Barclays Bank PLC,E3e7GdbDsGdDm5VK/Mh2bw==,GB,--,LONDON,E15 3EG,5,1.657539,404.25894,2024-11-01 15:52:06.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,79,,,,,40dd7ad75ee23cef6c117e926f3f2d35,2024-11-07 00:00:00.000
abc,026-7179437-0259567,818549783612,tt/d31672832,NORMAL,3,852.75,,HK,HK,HK,GMAIL.COM,10.89.215.51,CC,107,1,0,1,1,1,The Hongkong and Shanghai Banking Corporation Limited,O7m+jgMuuHoIqyrTl09qfw==,DE,--,,,50,0.0,0.0,2024-11-05 14:40:39.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,fc73872ce62c063394856b972d97a4ad,2024-11-07 00:00:00.000
aba,203-3859424-2139510,286323792202,tt/d31672832,NORMAL,3,6283.41,,GB,GB,GB,OUTLOOK.COM,10.80.194.88,CC,107,1,1,4,1,5,BARCLAYS BANK PLC,9hGhywvWXyw8J4gzsyFwvw==,US,--,,EC4M 9AF,50,16.701565,1422.09234,2024-10-30 16:52:09.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,dae2f12248b6e272da9c8c2b881989cb,2024-11-07 00:00:00.000
abd,203-7864302-5565911,16545834425,tt/d31672832,NORMAL,3,2797.07,,GB,GB,GB,GMAIL.COM,10.90.146.135,CC,107,1,0,4,1,2,HSBC Bank PLC,j/fq3qKCrpwbVM9Ss67pmw==,IN,--,,NG1 1JW,50,63.278656,3115.038679,2024-11-03 05:24:48.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,492665be75f3f10a1db667d5f4d5b4f5,2024-11-07 00:00:00.000
abb,206-0912536-6989153,98057497212,tt/d31672832,NORMAL,3,2586.53,,GB,GB,GB,,10.88.161.123,CC,107,1,0,4,1,2,BARCLAYS BANK PLC,,GB,--,,LU4 9PL,0,193.666712,1665.911828,2024-11-05 05:00:22.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,68,,,,,20a120083ba97ce1b3fb3e93b18e5729,2024-11-07 00:00:00.000
abc,203-8315513-3348351,38518113,tt/d31672832,NORMAL,3,3871.31,,GB,GB,GB,HOTMAIL.COM,10.90.112.132,CC,107,1,0,1,1,3,Tesco Personal Finance Limited,UDUZ618coHAfioqQqLRTkA==,GB,--,,NR33 9BT,2,36.093524,36.093524,2024-11-02 06:41:12.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,72,,,,,cb050b7e013578b75ac5b1b9388c3362,2024-11-07 00:00:00.000
aba,204-2831390-0751527,296911110112,tt/d31672832,NORMAL,3,3672.25,,GB,GB,GB,GMAIL.COM,10.81.94.219,CC,107,1,0,4,1,3,NATIONWIDE BUILDING SOCIETY,h8kaXkQxlBSIgrQ/pW3azQ==,GB,--,,BN1 9BJ,8,18.217505,911.0807,2024-11-05 00:55:32.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,64,,,,,604c6d059133ad9d9817a9f21c68c327,2024-11-07 00:00:00.000
abd,203-8458868-1105932,619279627512,tt/d31672832,NORMAL,3,3026.23,,GB,GB,GB,GMAIL.COM,10.90.197.10,CC,107,1,0,4,1,2,Revolut,30inHLzxMoH4dPhYcaR6dQ==,GB,--,,SK5 6QG,8,195.882814,237.050187,2024-10-31 18:07:49.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,67,,,,,17f2fb571642ed92f013d5cbb303fd2e,2024-11-07 00:00:00.000
abb,204-6411707-1527553,191396692502,tt/d31672832,NORMAL,3,4732.75,,GB,GB,GB,OUTLOOK.COM,10.89.148.162,CC,107,1,1,4,1,4,Revolut,e1TgDxM4oo7+9qmg50rxmA==,US,--,,E1 8BJ,15,4.736759,1218.886608,2024-11-03 13:50:38.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,bf0df3507bc20762b969478c4d0a3159,2024-11-07 00:00:00.000
abc,205-0956628-8357946,834414126512,tt/d31672832,NORMAL,3,299.96,GB,GB,GB,GB,GMAIL.COM,86.22.3.32,CC,325,1,0,3,1,10,,E3e7GdbDsGdDm5VK/Mh2bw==,GB,EN,,E130QU,4,0.0,0.0,2024-11-06 10:13:05.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,7acf6f9a00bf944dfd25359220e47c18,2024-11-07 00:00:00.000
aba,026-5016650-7397111,71188732712,tt/d31672832,NORMAL,3,4411.92,,GB,GB,GB,GMAIL.COM,10.91.37.54,CC,"107,147",1,1,4,1,2,Bank of Scotland PLC,t6ag+6SLBNPJrsk0K1uh8A==,GB,--,,OX4 3TW,50,21.163496,1461.183936,2024-11-04 05:11:47.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,e60233e52ae9451c56a9f25ca88cb808,2024-11-07 00:00:00.000
abd,026-5630831-0520359,834566735912,tt/d31672832,NORMAL,3,298.92,GB,GB,GB,GB,GMAIL.COM,145.40.149.124,CC,325,1,0,3,1,10,,t6ag+6SLBNPJrsk0K1uh8A==,GB,EN,,E13 0QU,4,0.0,0.0,2024-11-06 12:38:45.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,ff7487d16d3008c35e8929cfcdb82586,2024-11-07 00:00:00.000
abb,205-2207181-3769957,626175044102,tt/d31672832,NORMAL,3,1115.8,,GB,GB,GB,GMAIL.COM,10.91.37.54,CC,"107,194,197",1,0,4,1,4,Bank of Scotland PLC,,US,--,,CR0 6QF,0,44.021858,362.739023,2024-11-01 08:32:43.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,cd704a198a70a59c57ef0c8718ce3b5c,2024-11-07 00:00:00.000
abc,203-3748459-1449949,11832936225,tt/d31672832,NORMAL,3,2778.5,,GB,GB,GB,HOTMAIL.COM,10.81.225.36,CC,"60,107",1,1,4,1,3,Bank of Scotland PLC,PyWpvRkm5WoKLPPCY3s1UQ==,GB,--,,SR3 4JL,50,4.607464,2459.705369,2024-11-04 11:38:58.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,67,,,,,37ab0db56af725ee4d7e3795e6f89120,2024-11-07 00:00:00.000
aba,204-2198549-8930725,26693476512,tt/d31672832,NORMAL,3,1304.92,PL,GB,,GB,GMAIL.COM,2a02:a31d:a29a:a400:60dc:cc7d:a10f:9284,Installments,107,1,0,4,1,1,,,GB,--,MITCHAM,CR42BF,42,92.17412,2302.118819,2024-10-30 23:28:13.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,ed8233fd4f61bc614280cbe16781f634,2024-11-07 00:00:00.000
abd,026-4699738-3549951,702275094812,tt/d31672832,NORMAL,3,239.42,,GB,CN,GB,QQ.COM,10.90.184.22,CC,229,1,1,3,1,21,,E3e7GdbDsGdDm5VK/Mh2bw==,GB,--,,DN11 0LN,50,0.0,0.0,2024-11-01 07:25:14.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,144b5361a904eddead4644345636269b,2024-11-07 00:00:00.000
abb,204-6647489-5801134,159623168712,tt/d31672832,NORMAL,3,2982.96,,GB,GB,GB,YAHOO.COM,10.90.56.100,CC,"107,147",1,0,4,1,3,CLYDESDALE_BANK_PLC,j/fq3qKCrpwbVM9Ss67pmw==,GB,--,,AB418UG,16,17.072425,1456.884439,2024-10-29 06:23:22.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,63,,,,,a1fc07fb78412d2d2cfd1e51d08c95d1,2024-11-07 00:00:00.000
abc,205-7223230-9630749,659280331112,tt/d31672832,NORMAL,3,5070.17,,GB,GB,GB,OUTLOOK.COM,10.81.100.201,CC,"107,147",1,1,4,1,3,Progressive Credit Limited,PyWpvRkm5WoKLPPCY3s1UQ==,GB,--,,TS11 7HN,50,13.709653,226.713356,2024-11-04 12:45:05.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,62,,,,,792a81d5315f4640be0fe8938d49ad24,2024-11-07 00:00:00.000
aba,206-4258689-1333107,267349346212,tt/d31672832,NORMAL,3,3299.95,,GB,GB,GB,GMAIL.COM,10.91.48.111,CC,"23,107,147",1,1,4,1,4,,hLUDYv8AQgPhSHFw+bLdXg==,GB,--,,LE2 0LA,43,5.124708,1046.781942,2024-10-31 16:41:38.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,64,,,,,3f8af45bbde87e8d3ad076f3abb81786,2024-11-07 00:00:00.000
abd,205-1912729-7175547,22655487412,tt/d31672832,NORMAL,3,1300.05,,GB,GB,GB,GMAIL.COM,10.80.247.219,CC,107,1,1,4,1,1,Lloyds TSB,TifXf4tI6zzj+hhtRTB5GA==,GB,--,,B14 4QB,50,0.992799,835.355195,2024-10-30 17:20:52.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,1db3a82601adb7265530169ff8a2ff75,2024-11-07 00:00:00.000
abb,111-9864475-3541036,1171775920,tt/d42985954,NORMAL,1,445.99,US,US,US,US,YAHOO.COM,142.171.191.19,CC,147,1,0,4,1,1,,QShQqzXJ/UNFWzLkChB25g==,US,CA,CA,91730-7442,50,167.018426,407.690868,2024-10-29 02:42:20.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,89,,,,,d137771770ed0620f9aa73220feba62d,2024-11-07 00:00:00.000
abc,112-4182228-5884269,502766370,tt/d42985954,NORMAL,1,412.21,,US,US,US,OUTLOOK.COM,10.162.184.70,CC,147,1,1,4,1,1,,lzlJDWdaQPsJVm77gE7Nzw==,US,--,CA,91730-3884,50,4.802649,7928.641271,2024-11-02 02:59:35.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,88,,,,,9252ce92fdfaef89496748efa6ad74e3,2024-11-07 00:00:00.000
aba,112-2385430-0682633,769440571,tt/d42985954,NORMAL,1,282.7,US,US,US,US,OUTLOOK.COM,172.245.220.174,CC,147,1,0,4,1,1,,+XcNk60IptXqCLbujg1c5Q==,US,CA,CA,91737-3538,50,83.734144,7480.100856,2024-10-29 02:43:17.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,60,,,,,2b30d0f8c8bbf0daca544858ab4814b2,2024-11-07 00:00:00.000
abd,304-1617060-9425148,831836918812,tt/d47650058,NORMAL,4,1105.61,BG,BG,TR,BG,GMAIL.COM,62.73.72.97,CC,107,1,0,8,0,1,Garanti Bankası,E3e7GdbDsGdDm5VK/Mh2bw==,DE,--,SOFIA,1000,26,0.0,0.0,2024-11-06 13:15:22.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,89,,,,,39766330fed7f5a2005d9e6b4768f3d2,2024-11-07 00:00:00.000
abb,250-6896420-1465428,92779416522,tt/d48933234,NORMAL,111172,1494.46,,AU,AU,AU,GMAIL.COM,10.89.106.248,CC,107,0,1,1,1,1,Hsbc Bank Australia Limited,rOweDS6hJL3h47L1eMG+GA==,AU,,VIC,3148,50,16.78268,17.04562,2024-10-30 15:10:48.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,ace2e3052bc6f553475c0e6c83cb23f3,2024-11-07 00:00:00.000
abc,112-1681840-8366626,962458427402,tt/d51010445,NORMAL,1,258.0,,US,US,US,GMAIL.COM,10.88.221.82,CC,196,1,1,3,1,1,CHASE,f1ctk15Eaf1Nef6zE89ruw==,US,--,TX,78750-7105,2,0.0,0.0,2024-11-04 00:53:51.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,82,,,,,4c336c9acc21dc5c0c490b897c71a782,2024-11-07 00:00:00.000
aba,112-3476653-4617844,217674687,tt/d51010445,NORMAL,1,223.97,,ZA,ZA,US,GMAIL.COM,10.160.35.36,CC,147,1,0,4,1,2,Firstrand Bank Limited,,US,--,GA,30327-2262,0,4.924018,726.244133,2024-11-04 22:11:42.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,69,,,,,891848c029b41383ae3ce8f652aac29f,2024-11-07 00:00:00.000
abd,114-7723710-2970643,960326638802,tt/d51010445,NORMAL,1,287.0,US,US,US,US,GMAIL.COM,198.54.110.47,"CC,EbtSnap","325,540,541",1,0,3,1,40,U.S. Bank National Association,OCKbyiBBy0BeXkBbSSHy1A==,US,IL,WI,53203,6,0.0,0.0,2024-11-04 10:27:59.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,2042ae55eb61d82b014c6b2dd32f2c51,2024-11-07 00:00:00.000
abb,112-3357165-2269857,860391420102,tt/d51010445,NORMAL,1,285.99,,US,US,US,YAHOO.COM,10.160.26.147,CC,147,1,1,4,1,1,ING BANK SLASKI S.A.,r7ZxlJzApmcMLwpxPziVxg==,US,--,NY,10466-2957,15,16.082801,96.124201,2024-10-31 15:33:28.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,db75ad37f2297994314a02bbab9f2d92,2024-11-07 00:00:00.000
abc,113-1195836-7265016,961017322502,tt/d51010445,NORMAL,1,335.98,,US,,US,GMAIL.COM,10.162.204.62,"CC,GC",107,1,1,1,1,2,,rtT/YTtbbTiV9LMCoqGSoA==,US,--,CT,06035-2608,17,0.0,0.0,2024-11-05 04:05:51.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,71,,,,,d859b271a854522bf58a4267ae295bc3,2024-11-07 00:00:00.000
aba,114-3783439-8645041,958555711402,tt/d51010445,NORMAL,1,212.98,,US,US,US,GMAIL.COM,10.162.210.69,CC,147,1,1,1,1,1,"Capital One Bank (USA), National Association",syNrmfDCh5MIJUbRXEUdEQ==,US,--,MA,02155-2629,2,0.0,0.0,2024-10-30 01:17:50.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,89,,,,,c32e5c3002795827d0759f145756b09c,2024-11-07 00:00:00.000
abd,111-2781664-9877061,937910977002,tt/d51010445,NORMAL,1,393.26,,US,,US,YAHOO.COM,10.161.161.177,GC,107,0,0,1,0,1,,lAAQF4UopLb1DfSz/nLX6w==,US,--,IL,60538-1304,38,0.0,0.0,2024-10-30 09:56:14.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,70,,,,,48d40781bb9345231902b2956ad537a0,2024-11-07 00:00:00.000
abb,114-4307049-6318652,809850959202,tt/d51010445,NORMAL,1,1100.96,,US,US,US,GMAIL.COM,10.168.11.104,CC,107,1,1,4,1,3,CHASE,UAZy0XVa822fM5FrqD4B3w==,US,--,FL,33065-1728,50,11.779674,222.203204,2024-11-02 22:14:01.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,420fb7dccc48e65006d90087bc245c6a,2024-11-07 00:00:00.000
abc,114-6554459-0733825,873519695102,tt/d51010445,NORMAL,1,1199.96,,AM,AM,US,GMAIL.COM,10.66.195.135,CC,147,1,1,4,1,4,,mqW89vKXFjw5+GujXyyREw==,US,--,DE,19720-2069,50,11.979044,124.709009,2024-11-04 11:43:03.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,83,,,,,90115d152f20dd8f5514d26234d37600,2024-11-07 00:00:00.000
aba,111-6999154-3353828,919815842602,tt/d51010445,NORMAL,1,542.58,,US,US,US,GMAIL.COM,10.89.17.247,CC,196,1,0,3,1,2,BankOfAmerica,9FXVMXy7RBLpVqTEH8dSHQ==,US,--,FL,33020-4232,12,0.0,0.0,2024-11-06 15:45:15.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,62,,,,,337aebefba8839bf9dda36f96d91018d,2024-11-07 00:00:00.000
abd,112-8832116-9596252,948004721702,tt/d51010445,NORMAL,1,694.52,,MY,MY,MY,GMAIL.COM,10.160.131.101,CC,147,1,0,2,1,1,,E3e7GdbDsGdDm5VK/Mh2bw==,US,--,NEGERISEMBILAN,71450,50,1.916919,1.916919,2024-11-05 04:07:41.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,73,,,,,52fa9c205da063ba90e0b98273393601,2024-11-07 00:00:00.000
abb,114-3412940-0325843,961922303002,tt/d51010445,NORMAL,1,230.97,US,US,US,US,GMAIL.COM,2601:0280:c980:5850:f98a:fe7e:92b2:c4b9,CC,325,1,1,3,0,3,JPMorgan Chase Bank N.A. - Debit,OCKbyiBBy0BeXkBbSSHy1A==,US,CO,CO,80013-6084,5,0.0,0.0,2024-11-03 15:37:58.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,66,,,,,bb962daef046bcdf257c2d0c7d79d669,2024-11-07 00:00:00.000
abc,114-6158842-9329069,32280360302,tt/d51010445,NORMAL,1,249.99,,US,US,US,YOPMAIL.COM,10.160.53.55,CC,147,1,1,4,1,1,WELLSFARGO,hkJMIkyWEq2IwZs5jIC4SA==,US,--,MI,48126,50,4.260619,70.432934,2024-11-03 23:07:51.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,92,,,,,18e7122f915e5ef463fecb222891ac60,2024-11-07 00:00:00.000
aba,114-1906545-7455449,1048439840,tt/d51010445,NORMAL,1,276.69,,US,US,US,OUTLOOK.COM,10.123.247.230,CC,147,1,1,4,1,1,,6MewwRy0OfBojx/b7M5oVA==,US,--,CA,91701-5822,50,4.800417,479.744687,2024-11-02 02:52:10.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,89,,,,,96b7d2c8eddcc601ee79e5727f9dbccf,2024-11-07 00:00:00.000
abd,114-8425308-1925054,926339606102,tt/d51010445,NORMAL,1,353.79,AR,AR,AR,US,GMAIL.COM,157.92.6.21,CC,421,1,0,1,1,3,"Banco de Galicia y Buenos Aires, S.A.",E3e7GdbDsGdDm5VK/Mh2bw==,US,--,FL,33034-5009,41,35.124468,46.724572,2024-11-01 15:50:25.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,63,,,,,93b37d6880cf7541bc875d1dc340cb10,2024-11-07 00:00:00.000
abb,114-8541025-6124218,959327703102,tt/d51010445,NORMAL,1,451.99,,US,US,US,GMAIL.COM,10.162.184.70,CC,147,1,1,1,1,1,USAA Savings Bank,lAgesaU1JQcri7oQHVHaSg==,US,--,TX,76179-2510,19,0.381069,3.708905,2024-11-05 11:33:39.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,93,,,,,f8855ccf0fae6751886a1208f8df0d76,2024-11-07 00:00:00.000
abc,111-8259564-2293026,958164486102,tt/d51010445,NORMAL,1,501.01,,US,US,US,GMAIL.COM,10.161.73.240,CC,"121,194,325,467,540,541,751",1,0,3,1,84,,goOPOvli9WbPXHbhCdcKXQ==,US,--,TX,75204,7,0.0,0.0,2024-10-31 00:55:48.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,fc4be7f21b686c06e0a82fa557be2e96,2024-11-07 00:00:00.000
aba,114-2677127-7454617,963269164902,tt/d51010445,NORMAL,1,239.99,,US,US,US,GMAIL.COM,10.162.210.69,CC,197,1,1,51,1,1,,x6r9YcRU6CgKp6vEQRkxog==,US,--,IA,50131-2453,3,0.0,0.0,2024-11-05 04:15:12.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,83,,,,,f71e7892c5e9f223b1bf0fd1a91fd0d6,2024-11-07 00:00:00.000
abd,111-1138059-3609836,963262619902,tt/d51010445,NORMAL,1,550.0,,US,US,US,GMAIL.COM,10.90.228.242,CC,309,1,1,3,1,1,Citibank N.A.,goOPOvli9WbPXHbhCdcKXQ==,US,--,NY,10038-1426,5,0.0,0.0,2024-11-05 02:12:26.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,91,,,,,c1fd773475195818b350e020409ed6eb,2024-11-07 00:00:00.000
abb,114-9596731-3007418,947006171402,tt/d51010445,NORMAL,1,452.85,,US,,US,GMAIL.COM,10.163.194.134,"CC,GC",63,1,1,1,1,1,,M8K6ZNvMQp5s6ZgtPjYp9w==,US,--,FL,32825-6392,50,17.398665,18.570992,2024-11-02 08:01:05.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,99,,,,,3bcd6f7dfd79c69b859c308d17b25dc5,2024-11-07 00:00:00.000
abc,112-9695334-4548252,897559002402,tt/d51010445,NORMAL,1,299.74,,US,US,US,GMAIL.COM,10.163.232.169,"CC,GC","107,121",1,1,4,1,7,"Wells Fargo Bank, National Association",t6ag+6SLBNPJrsk0K1uh8A==,US,--,MN,55432,50,3.021221,72.500226,2024-10-28 17:28:29.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,3f7b7039af292b60d16383365c2b235c,2024-11-07 00:00:00.000
aba,113-1910973-2176206,938000825202,tt/d51010445,NORMAL,1,481.0,,US,,US,OUTLOOK.COM,10.89.58.220,"CC,GC",147,1,1,1,1,1,,SRYvYgscE9Xn3w8jCSrkoQ==,US,--,NJ,08005-2164,12,2.911087,7.164073,2024-11-04 17:37:39.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,90,,,,,a64e6c052aacbd43e0963e476e60faf9,2024-11-07 00:00:00.000
abd,114-1992950-4853846,806678541102,tt/d51010445,NORMAL,1,381.18,,US,US,US,GMAIL.COM,10.88.226.218,CC,194,1,1,4,1,3,,8UXNNAvUBjUquBCryq7urw==,US,--,IN,46040-1697,50,3.504935,201.496868,2024-10-31 11:54:16.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,96,,,,,96583fc436e689ea827fccee8c999f03,2024-11-07 00:00:00.000
abb,114-6151662-7955454,934236799902,tt/d51010445,NORMAL,1,335.07,,US,US,US,GMAIL.COM,10.162.197.63,"CC,GC",194,1,1,3,1,1,BANCO_ESPANOL_DE_CREDITO,,US,--,AZ,85018-7945,12,18.422363,32.415569,2024-10-29 04:11:34.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,63,,,,,0f6721b15ede3fad75964517d6c6362c,2024-11-07 00:00:00.000
abc,111-7359798-6709055,960841821002,tt/d51010445,NORMAL,1,513.95,US,US,US,US,,2600:1004:b2c4:6dd7:b45d:849b:6d94:c6e4,CC,"107,548",1,1,1,1,11,CHASE,hkJMIkyWEq2IwZs5jIC4SA==,US,NC,NC,27265-2590,3,0.0,0.0,2024-11-02 03:22:20.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,97,,,,,465f78709ec820e6b434bcab0d017025,2024-11-07 00:00:00.000
aba,111-8481773-4008245,959891827202,tt/d51010445,NORMAL,1,239.96,,US,US,US,GMAIL.COM,10.162.148.142,CC,"325,540,541,751",0,1,3,1,28,"Capital One Bank (USA), National Association",PyWpvRkm5WoKLPPCY3s1UQ==,US,--,TX,77045-2262,5,0.0,0.0,2024-10-31 17:47:09.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,98,,,,,6092b0be297d7018746cfb1a024f7e07,2024-11-07 00:00:00.000
abd,111-2317196-6476266,909518192002,tt/d51010445,NORMAL,1,266.83,,US,US,US,GMAIL.COM,10.160.42.226,CC,293,1,0,4,1,4,CHASE,PyWpvRkm5WoKLPPCY3s1UQ==,US,--,WA,98056-3313,50,2.969693,66.363188,2024-11-01 04:20:08.000,,2024-11-05 00:00:00,2024 Week 45,2024 / 11,2024,1,1,71,,,,,1c02c183d0942f7096e2fa1cdc240a6c,2024-11-07 00:00:00.000
abb,114-4910837-7564237,816756756602,tt/d51010445,NORMAL,1,269.99,TR,TR,US,US,GMAIL.COM,88.234.85.227,CC,229,1,1,4,1,1,FIDELITY_INFORMATION_SERVICES_INC,UAZy0XVa822fM5FrqD4B3w==,US,--,NJ,07011-2118,50,5.934965,137.952002,2024-11-04 18:16:41.000,,2024-11-06 00:00:00,2024 Week 45,2024 / 11,2024,1,1,89,,,,,634c2a21e0a5c595900c2633b5a4e9be,2024-11-07 00:00:00.000
abc,171-5305591-2237931,266945294412,tt/d66596551,NORMAL,5,1750.68,,FR,,FR,GMAIL.COM,10.80.247.219,GC,107,1,0,4,1,2,,/s/dk5gXTy1Z5WxJiOsJyg==,FR,--,,76140,2,1016.160981,1046.048667,2024-10-29 23:02:10.000,,2024-11-07 00:00:00,2024 Week 45,2024 / 11,2024,1,1,94,,,,,01cd0733db902291cdd629109f4cdbc4,2024-11-07 00:00:00.000
